id,axis,level,views,model,grid,threshold,top_k,anno_mode,n_individuals,n_ok,pass1_s,pass2_s,pass3_s,load_s,total_s,status
baseline,baseline,baseline,6,base,60,otsu,5,5_animals,10,10,218.4,40.56,148.38,7.46,410.91,ok
threshold=99,threshold,99,6,base,60,99,5,5_animals,10,10,212.13,33.18,145.72,0.22,394.28,ok
threshold=99.5,threshold,99.5,6,base,60,99.5,5,5_animals,10,10,212.64,26.48,149.01,0.22,392.11,ok
