id,axis,level,views,model,grid,threshold,top_k,anno_mode,n_individuals,n_ok,pass1_s,pass2_s,pass3_s,load_s,total_s,status
baseline,baseline,baseline,6,base,60,otsu,5,5_animals,10,10,206.77,37.87,150.55,11.33,398.6,ok
threshold=99,threshold,99,6,base,60,99,5,5_animals,10,10,206.26,26.0,148.52,0.22,383.47,ok
threshold=99.5,threshold,99.5,6,base,60,99.5,5,5_animals,10,10,203.75,24.38,147.36,0.24,378.74,ok
