id,axis,level,views,model,grid,threshold,top_k,anno_mode,n_individuals,n_ok,pass1_s,pass2_s,pass3_s,load_s,total_s,status
baseline,baseline,baseline,6,base,60,otsu,5,5_animals,10,10,206.33,42.52,146.93,8.14,398.89,ok
threshold=99,threshold,99,6,base,60,99,5,5_animals,10,10,199.28,29.51,143.96,0.23,375.89,ok
threshold=99.5,threshold,99.5,6,base,60,99.5,5,5_animals,10,10,200.15,26.58,144.62,0.22,374.77,ok
