id,axis,level,views,model,grid,threshold,top_k,anno_mode,n_individuals,n_ok,pass1_s,pass2_s,pass3_s,load_s,total_s,status
views=4,views,4,4,base,60,otsu,5,5_animals,0,0,20.54,15.08,0.0,6.46,35.66,ok
views=4,views,4,4,base,60,otsu,5,5_animals,10,10,49.17,28.92,40.05,6.4,119.85,ok
