id,axis,level,views,model,grid,threshold,top_k,anno_mode,n_individuals,n_ok,pass1_s,pass2_s,pass3_s,load_s,total_s,status
baseline,baseline,baseline,6,base,60,otsu,5,5_animals,10,10,220.74,43.08,150.66,8.2,418.43,ok
threshold=99,threshold,99,6,base,60,99,5,5_animals,10,10,243.19,29.57,159.07,0.24,435.07,ok
threshold=99.5,threshold,99.5,6,base,60,99.5,5,5_animals,10,10,217.64,27.23,147.23,0.22,394.96,ok
