id,axis,level,views,model,grid,threshold,top_k,anno_mode,n_individuals,n_ok,pass1_s,pass2_s,pass3_s,load_s,total_s,status
views=4,views,4,4,base,60,otsu,5,5_animals,0,0,20.63,14.95,0.0,6.37,35.62,ok
views=4,views,4,4,base,60,otsu,5,5_animals,10,10,50.47,28.78,41.3,6.44,122.38,ok
